,id_guest,id_host,id_listing,ts_interaction_first,m_first_message_length,ab,acceptance,message_length_level
567,4803,1252,1242,2013-04-06 08:12:00,687.0,1,1,68.0
9498,3283,469,3373,2013-04-06 08:49:00,179.0,1,0,17.0
569,3938,3242,3556,2013-04-06 11:41:00,628.0,1,1,62.0
9499,1611,600,1748,2013-04-06 16:02:00,178.0,1,0,17.0
3480,3033,2429,3416,2013-04-06 16:24:00,1406.0,1,0,140.0
572,7539,1050,3050,2013-04-06 16:59:00,213.0,1,0,21.0
3481,1776,3041,2786,2013-04-06 18:34:00,171.0,1,1,17.0
575,4087,1202,609,2013-04-06 20:11:00,465.0,1,1,46.0
6469,1406,132,3536,2013-04-06 22:22:00,578.0,1,0,57.0
579,5965,290,3992,2013-04-07 02:01:00,430.0,1,0,43.0
6472,8384,3163,1786,2013-04-07 03:14:00,350.0,1,0,35.0
6473,2286,3247,86,2013-04-07 04:57:00,232.0,1,0,23.0
580,2661,664,3731,2013-04-07 12:45:00,558.0,1,1,55.0
582,64,3312,787,2013-04-07 18:34:00,208.0,1,0,20.0
583,3585,347,494,2013-04-07 18:35:00,163.0,1,0,16.0
6474,6195,2455,2311,2013-04-07 20:02:00,514.0,1,1,51.0
3487,4745,2456,1181,2013-04-07 21:38:00,824.0,1,0,82.0
6476,6325,1050,3823,2013-04-07 21:45:00,658.0,1,0,65.0
6477,7517,1191,4290,2013-04-07 23:00:00,319.0,1,0,31.0
585,8054,768,584,2013-04-07 23:52:00,151.0,1,0,15.0
3490,8667,2133,1084,2013-04-08 04:06:00,317.0,1,0,31.0
589,8277,219,4203,2013-04-08 09:33:00,214.0,1,0,21.0
590,601,2741,1989,2013-04-08 10:04:00,194.0,1,0,19.0
9507,7372,3459,1515,2013-04-08 11:29:00,270.0,1,0,27.0
3491,8489,3237,1753,2013-04-08 12:33:00,524.0,1,0,52.0
6478,697,3372,193,2013-04-08 12:57:00,249.0,1,0,24.0
6480,4928,1619,3204,2013-04-08 15:51:00,473.0,1,0,47.0
591,7520,2654,1962,2013-04-08 16:14:00,186.0,1,0,18.0
3492,2343,19,481,2013-04-08 17:14:00,1713.0,1,0,171.0
9510,7218,2395,2134,2013-04-08 17:53:00,227.0,1,0,22.0
6482,6751,1202,609,2013-04-08 20:07:00,692.0,1,1,69.0
3493,2155,3609,108,2013-04-08 20:16:00,441.0,1,0,44.0
6485,2567,1213,148,2013-04-08 22:03:00,251.0,1,0,25.0
6486,8431,3409,2995,2013-04-08 22:36:00,306.0,1,0,30.0
3494,5111,1242,2475,2013-04-09 00:21:00,140.0,1,0,14.0
3495,3926,430,3336,2013-04-09 03:44:00,249.0,1,0,24.0
598,5870,2745,409,2013-04-09 04:18:00,349.0,1,0,34.0
599,109,612,1221,2013-04-09 05:48:00,348.0,1,0,34.0
6487,1680,1677,3287,2013-04-09 07:23:00,441.0,1,0,44.0
8766,8581,2377,3235,2013-04-09 07:24:00,150.0,1,1,15.0
602,4902,2552,3399,2013-04-09 10:27:00,343.0,1,0,34.0
6488,4483,142,1306,2013-04-09 16:28:00,503.0,1,0,50.0
603,7015,1270,431,2013-04-09 17:14:00,780.0,1,0,78.0
2740,7244,619,2417,2013-04-09 17:58:00,150.0,1,1,15.0
9515,5919,2456,253,2013-04-09 18:36:00,574.0,1,0,57.0
604,4718,2685,4092,2013-04-09 19:55:00,410.0,1,0,41.0
605,9024,2801,3464,2013-04-09 20:08:00,258.0,1,0,25.0
6489,2348,3503,288,2013-04-09 21:29:00,488.0,1,0,48.0
9516,868,2921,1731,2013-04-09 23:24:00,238.0,1,1,23.0
9517,5585,239,3989,2013-04-10 01:09:00,245.0,1,0,24.0
9519,3679,10,630,2013-04-10 02:28:00,327.0,1,0,32.0
2742,1311,2906,3866,2013-04-10 04:19:00,140.0,1,1,14.0
6491,4254,729,2591,2013-04-10 04:31:00,605.0,1,0,60.0
9521,2677,1693,3015,2013-04-10 05:47:00,378.0,1,0,37.0
608,6749,2429,4306,2013-04-10 05:49:00,564.0,1,0,56.0
6494,3275,2059,2616,2013-04-10 11:15:00,274.0,1,1,27.0
609,6774,1917,3549,2013-04-10 11:27:00,370.0,1,0,37.0
3503,9065,2726,3671,2013-04-10 17:14:00,392.0,1,0,39.0
3504,8296,1634,4135,2013-04-10 18:13:00,330.0,1,1,33.0
9522,120,10,3526,2013-04-10 18:31:00,901.0,1,1,90.0
6498,5172,16,2975,2013-04-10 19:08:00,357.0,1,0,35.0
6499,308,985,1495,2013-04-10 19:33:00,280.0,1,1,28.0
3506,6696,1474,3853,2013-04-10 20:18:00,535.0,1,0,53.0
615,5248,2894,4422,2013-04-11 01:36:00,481.0,1,0,48.0
3509,1660,3124,2598,2013-04-11 02:17:00,196.0,1,0,19.0
616,2125,2387,2630,2013-04-11 03:02:00,386.0,1,0,38.0
3510,5362,1664,649,2013-04-11 03:12:00,353.0,1,0,35.0
617,8340,1804,1002,2013-04-11 06:29:00,162.0,1,0,16.0
6501,8932,909,4071,2013-04-11 07:02:00,351.0,1,1,35.0
8767,8591,3151,3159,2013-04-11 07:45:00,140.0,1,1,14.0
6502,3120,3010,1324,2013-04-11 08:35:00,606.0,1,0,60.0
8768,1802,3486,2741,2013-04-11 09:59:00,140.0,1,1,14.0
9524,645,2603,3003,2013-04-11 11:33:00,343.0,1,0,34.0
3514,6339,2552,3399,2013-04-11 15:50:00,145.0,1,0,14.0
8769,5454,789,3323,2013-04-11 17:19:00,150.0,1,1,15.0
6503,5585,3224,4351,2013-04-11 18:12:00,448.0,1,0,44.0
6504,6351,1512,2425,2013-04-11 19:17:00,167.0,1,0,16.0
9526,376,3103,43,2013-04-11 19:29:00,691.0,1,1,69.0
2743,8196,507,2260,2013-04-12 00:30:00,150.0,1,1,15.0
622,1815,2894,4422,2013-04-12 02:09:00,319.0,1,0,31.0
3516,8870,3329,2840,2013-04-12 02:51:00,216.0,1,0,21.0
6507,2358,3539,3350,2013-04-12 07:39:00,145.0,1,0,14.0
6508,7711,952,2870,2013-04-12 08:55:00,590.0,1,0,59.0
9528,5862,2399,3043,2013-04-12 12:32:00,451.0,1,1,45.0
6509,7781,2915,3217,2013-04-12 14:42:00,259.0,1,0,25.0
3519,2816,1295,4405,2013-04-12 16:48:00,152.0,1,0,15.0
9529,6858,2770,4216,2013-04-12 17:09:00,474.0,1,0,47.0
625,49,2692,2905,2013-04-12 18:05:00,520.0,1,0,52.0
626,7134,1043,2184,2013-04-12 18:26:00,411.0,1,0,41.0
3522,3194,3276,2820,2013-04-12 20:13:00,452.0,1,0,45.0
6511,3440,869,38,2013-04-12 22:09:00,406.0,1,0,40.0
629,7336,3245,3198,2013-04-13 05:06:00,385.0,1,0,38.0
3527,139,3373,112,2013-04-13 15:51:00,318.0,1,1,31.0
9531,262,2058,2523,2013-04-13 17:25:00,151.0,1,0,15.0
3528,262,1473,1257,2013-04-13 17:39:00,149.0,1,0,14.0
631,265,3102,570,2013-04-13 18:42:00,432.0,1,0,43.0
3529,6135,3359,1930,2013-04-13 19:39:00,424.0,1,1,42.0
9532,4460,2644,1123,2013-04-13 21:01:00,217.0,1,0,21.0
9533,89,3345,3935,2013-04-13 22:23:00,154.0,1,1,15.0
9534,8974,1938,201,2013-04-13 23:14:00,511.0,1,0,51.0
3532,6644,1519,1606,2013-04-14 04:23:00,143.0,1,0,14.0
637,3937,2328,1137,2013-04-14 13:18:00,273.0,1,0,27.0
9537,5223,3623,621,2013-04-14 13:32:00,182.0,1,0,18.0
6518,5839,3409,2995,2013-04-14 15:18:00,208.0,1,0,20.0
3534,3759,276,3741,2013-04-14 15:55:00,377.0,1,0,37.0
9539,718,3182,1465,2013-04-14 16:15:00,656.0,1,1,65.0
3535,6807,2553,1232,2013-04-14 17:35:00,187.0,1,0,18.0
9542,1923,2368,3039,2013-04-14 20:37:00,607.0,1,1,60.0
9543,1842,935,2571,2013-04-14 20:40:00,373.0,1,0,37.0
9544,7944,3501,1389,2013-04-14 20:40:00,474.0,1,1,47.0
639,8455,2480,1738,2013-04-14 20:56:00,154.0,1,1,15.0
9545,7619,516,4293,2013-04-14 23:46:00,197.0,1,1,19.0
3537,2235,1038,771,2013-04-15 00:29:00,204.0,1,0,20.0
6520,2874,1794,4142,2013-04-15 01:13:00,168.0,1,0,16.0
9547,8732,703,1676,2013-04-15 02:31:00,280.0,1,0,28.0
9548,736,1738,3516,2013-04-15 03:23:00,514.0,1,1,51.0
3538,479,12,1555,2013-04-15 04:26:00,291.0,1,0,29.0
6521,5675,2387,2630,2013-04-15 04:27:00,362.0,1,1,36.0
9550,4601,2251,3019,2013-04-15 08:40:00,140.0,1,0,14.0
9552,8035,467,239,2013-04-15 14:07:00,144.0,1,0,14.0
642,7528,2789,663,2013-04-15 14:14:00,424.0,1,1,42.0
9554,8834,2608,3634,2013-04-15 16:11:00,388.0,1,0,38.0
9556,4174,3434,52,2013-04-15 20:57:00,240.0,1,0,24.0
9558,8335,2170,1815,2013-04-15 22:55:00,275.0,1,0,27.0
6526,6474,3083,2891,2013-04-15 23:26:00,297.0,1,0,29.0
6528,7334,2709,3837,2013-04-16 02:30:00,208.0,1,1,20.0
9561,8465,90,3579,2013-04-16 03:43:00,392.0,1,1,39.0
644,8719,454,2109,2013-04-16 04:08:00,209.0,1,0,20.0
645,7829,743,3608,2013-04-16 05:03:00,500.0,1,1,50.0
9562,589,3382,816,2013-04-16 05:22:00,628.0,1,0,62.0
3542,9025,3580,1744,2013-04-16 09:46:00,603.0,1,1,60.0
6530,632,466,252,2013-04-16 19:19:00,199.0,1,0,19.0
3543,4520,3503,3508,2013-04-16 19:44:00,892.0,1,0,89.0
649,2013,137,413,2013-04-16 20:14:00,402.0,1,0,40.0
651,6641,2557,831,2013-04-16 20:54:00,204.0,1,0,20.0
9565,2054,3665,2206,2013-04-16 22:09:00,268.0,1,0,26.0
3546,9018,2565,3121,2013-04-16 23:53:00,3182.0,1,0,318.0
6532,5742,2408,2890,2013-04-17 00:05:00,292.0,1,0,29.0
653,2825,2735,2845,2013-04-17 00:10:00,367.0,1,0,36.0
9568,1420,1010,514,2013-04-17 00:19:00,334.0,1,0,33.0
6533,7464,584,3652,2013-04-17 01:01:00,332.0,1,0,33.0
654,585,142,3546,2013-04-17 02:43:00,605.0,1,0,60.0
3548,8932,2081,4247,2013-04-17 05:52:00,285.0,1,1,28.0
9570,151,3242,3556,2013-04-17 12:03:00,398.0,1,0,39.0
9571,8981,1094,1885,2013-04-17 12:15:00,444.0,1,1,44.0
658,2476,3382,816,2013-04-17 17:49:00,466.0,1,1,46.0
9574,5976,2726,3671,2013-04-17 17:56:00,185.0,1,0,18.0
3552,4323,2921,1731,2013-04-17 18:03:00,239.0,1,1,23.0
8772,2624,3316,1313,2013-04-17 18:05:00,150.0,1,0,15.0
6541,5688,2494,4070,2013-04-17 19:59:00,178.0,1,1,17.0
659,3989,3012,3991,2013-04-17 20:18:00,537.0,1,0,53.0
5696,1646,2272,2198,2013-04-18 00:21:00,140.0,1,0,14.0
9578,6105,3043,4331,2013-04-18 02:33:00,162.0,1,1,16.0
9580,2543,2608,3634,2013-04-18 03:10:00,468.0,1,1,46.0
9581,2235,1463,2581,2013-04-18 03:12:00,200.0,1,0,20.0
6545,2381,3434,52,2013-04-18 04:00:00,162.0,1,0,16.0
661,2133,1870,602,2013-04-18 05:10:00,230.0,1,0,23.0
3556,7831,2588,511,2013-04-18 12:46:00,423.0,1,1,42.0
9584,7600,982,1382,2013-04-18 13:35:00,218.0,1,1,21.0
664,8079,1336,4159,2013-04-18 13:37:00,461.0,1,1,46.0
666,8661,142,1306,2013-04-18 14:54:00,213.0,1,0,21.0
667,2360,1047,1334,2013-04-18 15:10:00,341.0,1,0,34.0
3559,5800,1456,2748,2013-04-18 15:34:00,713.0,1,1,71.0
9586,5883,3574,1852,2013-04-18 16:08:00,487.0,1,0,48.0
9587,8586,1019,3589,2013-04-18 16:48:00,583.0,1,0,58.0
3560,3829,1230,2096,2013-04-18 18:18:00,187.0,1,0,18.0
9588,6519,1047,1334,2013-04-18 20:03:00,335.0,1,0,33.0
670,3237,1590,477,2013-04-18 22:05:00,280.0,1,0,28.0
9590,1584,603,2923,2013-04-18 22:19:00,626.0,1,0,62.0
671,7674,1625,539,2013-04-18 23:22:00,425.0,1,0,42.0
672,3535,2839,3993,2013-04-18 23:42:00,443.0,1,1,44.0
9592,6566,2506,3101,2013-04-19 00:14:00,526.0,1,1,52.0
9593,799,454,2109,2013-04-19 00:17:00,180.0,1,0,18.0
6552,2120,3594,4263,2013-04-19 00:57:00,248.0,1,1,24.0
6556,2759,2914,1280,2013-04-19 11:38:00,444.0,1,0,44.0
674,5759,1107,1968,2013-04-19 11:58:00,431.0,1,0,43.0
3568,117,359,3792,2013-04-19 13:00:00,236.0,1,0,23.0
3570,3259,3312,787,2013-04-19 17:58:00,247.0,1,0,24.0
6559,8495,1780,3816,2013-04-19 18:15:00,219.0,1,0,21.0
3571,6242,1722,1539,2013-04-19 18:43:00,825.0,1,0,82.0
3572,2491,2726,3671,2013-04-19 18:51:00,324.0,1,0,32.0
6561,5676,696,3810,2013-04-19 22:10:00,331.0,1,0,33.0
3574,5676,1720,3174,2013-04-19 22:26:00,313.0,1,0,31.0
6562,1610,2910,158,2013-04-20 00:14:00,230.0,1,0,23.0
3577,763,1576,3045,2013-04-20 07:01:00,303.0,1,1,30.0
6563,7217,2571,1710,2013-04-20 07:23:00,175.0,1,0,17.0
3578,3775,30,238,2013-04-20 08:16:00,177.0,1,1,17.0
9600,3775,2826,3407,2013-04-20 08:18:00,175.0,1,0,17.0
677,7364,2448,2216,2013-04-20 10:20:00,527.0,1,0,52.0
678,7507,3521,2511,2013-04-20 15:42:00,317.0,1,0,31.0
679,4416,876,3115,2013-04-20 16:08:00,268.0,1,1,26.0
680,3235,2922,279,2013-04-20 16:20:00,981.0,1,0,98.0
9602,8629,3023,3884,2013-04-20 18:39:00,230.0,1,1,23.0
3580,3934,1456,2148,2013-04-20 21:58:00,208.0,1,1,20.0
3582,4574,2789,128,2013-04-21 00:47:00,207.0,1,0,20.0
9605,706,2471,596,2013-04-21 05:22:00,259.0,1,0,25.0
6568,6130,1161,2926,2013-04-21 06:31:00,1756.0,1,1,175.0
3584,3305,2733,1353,2013-04-21 07:20:00,316.0,1,0,31.0
3585,461,204,1672,2013-04-21 09:49:00,745.0,1,1,74.0
6570,2041,2368,2256,2013-04-21 11:18:00,265.0,1,0,26.0
685,7422,1929,2865,2013-04-21 14:47:00,347.0,1,0,34.0
686,4603,2575,3582,2013-04-21 15:13:00,311.0,1,0,31.0
6572,529,2261,912,2013-04-21 18:03:00,610.0,1,0,61.0
9607,7465,72,2962,2013-04-21 19:03:00,264.0,1,1,26.0
9610,4033,2197,2971,2013-04-21 19:20:00,196.0,1,0,19.0
6574,1484,1367,1735,2013-04-21 19:24:00,374.0,1,0,37.0
9611,2066,2261,912,2013-04-21 19:31:00,504.0,1,0,50.0
3591,3314,414,3577,2013-04-21 21:03:00,251.0,1,0,25.0
9612,3857,26,3222,2013-04-21 22:02:00,162.0,1,0,16.0
687,1117,714,781,2013-04-21 23:23:00,473.0,1,1,47.0
688,2469,1442,3854,2013-04-22 00:09:00,421.0,1,1,42.0
6576,7120,1554,4340,2013-04-22 00:10:00,833.0,1,0,83.0
690,1810,578,876,2013-04-22 03:53:00,271.0,1,1,27.0
691,5883,2397,1394,2013-04-22 04:00:00,573.0,1,0,57.0
3595,6322,1047,1334,2013-04-22 07:05:00,553.0,1,0,55.0
693,4596,1764,4251,2013-04-22 08:45:00,394.0,1,0,39.0
9616,3397,2368,3039,2013-04-22 09:44:00,222.0,1,0,22.0
695,4603,794,4132,2013-04-22 15:42:00,311.0,1,0,31.0
3600,5443,2926,2480,2013-04-22 16:35:00,330.0,1,0,33.0
6580,2578,3324,1591,2013-04-22 17:37:00,214.0,1,0,21.0
696,3757,1092,1397,2013-04-22 18:30:00,549.0,1,0,54.0
6581,4616,1235,3531,2013-04-22 19:01:00,1136.0,1,0,113.0
6584,6361,3622,4073,2013-04-22 20:23:00,180.0,1,0,18.0
9622,3862,1056,2796,2013-04-22 20:30:00,231.0,1,0,23.0
9626,3388,2905,4005,2013-04-23 01:49:00,233.0,1,1,23.0
699,3926,1238,1552,2013-04-23 03:17:00,258.0,1,0,25.0
6587,817,216,2040,2013-04-23 03:56:00,741.0,1,0,74.0
6588,5303,3400,1268,2013-04-23 04:01:00,659.0,1,0,65.0
6590,6706,436,4101,2013-04-23 06:23:00,159.0,1,0,15.0
6591,6706,281,68,2013-04-23 06:30:00,159.0,1,0,15.0
702,2069,599,2103,2013-04-23 08:14:00,1137.0,1,0,113.0
703,2374,1738,3516,2013-04-23 08:18:00,346.0,1,0,34.0
705,6142,3182,2843,2013-04-23 17:18:00,219.0,1,1,21.0
9628,8258,1550,2023,2013-04-23 17:49:00,232.0,1,0,23.0
3605,2502,1893,1623,2013-04-23 17:59:00,681.0,1,0,68.0
3606,7494,3096,2563,2013-04-23 18:51:00,154.0,1,1,15.0
708,6048,136,166,2013-04-23 21:27:00,535.0,1,0,53.0
710,6588,3663,4261,2013-04-23 23:12:00,1398.0,1,0,139.0
9630,7497,3060,2468,2013-04-23 23:25:00,205.0,1,1,20.0
6594,2237,1714,2611,2013-04-23 23:47:00,449.0,1,0,44.0
6595,3021,2084,2317,2013-04-24 00:28:00,413.0,1,0,41.0
3612,3130,1473,1257,2013-04-24 01:18:00,775.0,1,0,77.0
9633,4343,2097,2948,2013-04-24 01:48:00,529.0,1,0,52.0
3613,4648,2926,2480,2013-04-24 02:02:00,413.0,1,0,41.0
3614,8557,2661,3834,2013-04-24 02:48:00,446.0,1,1,44.0
3616,5469,946,3452,2013-04-24 03:19:00,197.0,1,1,19.0
9634,1161,1713,1899,2013-04-24 08:14:00,459.0,1,0,45.0
6596,2313,2435,244,2013-04-24 12:28:00,357.0,1,1,35.0
2747,132,1794,4142,2013-04-24 12:28:00,140.0,1,1,14.0
6598,6132,777,2171,2013-04-24 13:10:00,258.0,1,0,25.0
5700,1312,0,1052,2013-04-24 15:36:00,150.0,1,1,15.0
9638,80,3041,2380,2013-04-24 16:46:00,194.0,1,0,19.0
9640,2244,1276,2469,2013-04-24 17:09:00,284.0,1,1,28.0
3621,8585,2624,3286,2013-04-24 18:56:00,191.0,1,0,19.0
9642,3168,347,494,2013-04-24 18:56:00,219.0,1,1,21.0
715,6180,2414,3052,2013-04-24 18:57:00,600.0,1,0,60.0
3622,7283,3665,3036,2013-04-24 19:46:00,419.0,1,1,41.0
6602,4599,2368,3039,2013-04-24 20:24:00,233.0,1,0,23.0
3623,3668,256,1958,2013-04-24 21:58:00,163.0,1,0,16.0
6604,113,95,689,2013-04-24 22:18:00,435.0,1,0,43.0
6605,5232,3331,3541,2013-04-24 22:28:00,159.0,1,0,15.0
3624,3984,1070,2007,2013-04-24 22:51:00,511.0,1,0,51.0
9644,1832,3305,1883,2013-04-24 22:58:00,364.0,1,0,36.0
3625,4383,544,1950,2013-04-25 00:03:00,499.0,1,1,49.0
9645,4790,1682,2234,2013-04-25 01:19:00,515.0,1,0,51.0
6606,4431,2571,1710,2013-04-25 01:34:00,363.0,1,0,36.0
9646,2614,1454,2420,2013-04-25 02:41:00,450.0,1,1,45.0
9647,2599,1884,3241,2013-04-25 03:48:00,196.0,1,0,19.0
9648,6206,3407,741,2013-04-25 06:59:00,498.0,1,0,49.0
3627,3108,2306,1800,2013-04-25 07:18:00,194.0,1,0,19.0
9649,7979,2613,87,2013-04-25 08:06:00,144.0,1,0,14.0
723,4938,609,3979,2013-04-25 08:31:00,142.0,1,0,14.0
6610,2183,1872,3305,2013-04-25 09:44:00,230.0,1,0,23.0
3628,4850,2884,4254,2013-04-25 09:53:00,346.0,1,0,34.0
724,95,1615,432,2013-04-25 10:26:00,310.0,1,0,31.0
3629,203,2770,4216,2013-04-25 11:45:00,235.0,1,0,23.0
3630,7401,1043,2184,2013-04-25 12:23:00,334.0,1,0,33.0
9652,6436,1525,1624,2013-04-25 14:02:00,707.0,1,0,70.0
3631,7986,3599,4343,2013-04-25 15:44:00,326.0,1,1,32.0
6611,1462,909,4071,2013-04-25 16:20:00,523.0,1,0,52.0
726,6798,1029,358,2013-04-25 17:12:00,1480.0,1,0,148.0
9653,1921,1766,2122,2013-04-25 19:31:00,144.0,1,0,14.0
9654,1318,142,2275,2013-04-25 21:08:00,540.0,1,0,54.0
5703,7847,52,2737,2013-04-25 21:20:00,150.0,1,0,15.0
9655,8540,3515,2235,2013-04-25 22:01:00,588.0,1,1,58.0
3633,1681,2320,4079,2013-04-25 23:06:00,967.0,1,0,96.0
730,8062,3012,3991,2013-04-26 01:20:00,419.0,1,0,41.0
3634,7472,2798,460,2013-04-26 01:22:00,313.0,1,0,31.0
6613,6753,3560,3502,2013-04-26 01:50:00,414.0,1,0,41.0
731,1536,1330,1333,2013-04-26 05:38:00,396.0,1,0,39.0
732,4616,3341,3367,2013-04-26 05:43:00,765.0,1,1,76.0
8776,3413,3375,3734,2013-04-26 09:09:00,150.0,1,0,15.0
735,6263,2151,186,2013-04-26 09:19:00,181.0,1,0,18.0
3636,7402,1615,432,2013-04-26 14:46:00,294.0,1,0,29.0
738,737,727,4032,2013-04-26 18:43:00,181.0,1,0,18.0
3638,2067,509,4443,2013-04-26 20:29:00,318.0,1,0,31.0
3639,1472,946,3452,2013-04-26 21:02:00,272.0,1,1,27.0
3641,8713,869,38,2013-04-26 21:57:00,343.0,1,0,34.0
6622,1884,66,3219,2013-04-27 04:10:00,320.0,1,0,32.0
5705,1619,296,2980,2013-04-27 04:23:00,150.0,1,0,15.0
3644,7658,1031,3314,2013-04-27 04:23:00,252.0,1,0,25.0
3645,3575,2097,2948,2013-04-27 14:16:00,417.0,1,0,41.0
6623,603,75,1528,2013-04-27 15:40:00,558.0,1,0,55.0
6624,7279,530,1570,2013-04-27 16:59:00,237.0,1,0,23.0
9664,5817,1481,2300,2013-04-27 18:05:00,363.0,1,1,36.0
9665,5103,2552,3399,2013-04-27 19:58:00,906.0,1,0,90.0
6625,8099,995,4223,2013-04-27 21:08:00,206.0,1,1,20.0
745,318,2886,723,2013-04-27 23:32:00,191.0,1,0,19.0
9668,6202,2675,4285,2013-04-28 03:59:00,312.0,1,1,31.0
9669,6680,2659,294,2013-04-28 05:16:00,277.0,1,0,27.0
6630,2903,142,3807,2013-04-28 15:32:00,807.0,1,0,80.0
3648,4666,2448,2216,2013-04-28 16:06:00,312.0,1,0,31.0
748,4609,798,2620,2013-04-28 18:22:00,651.0,1,0,65.0
9672,6083,258,1155,2013-04-28 19:29:00,1519.0,1,1,151.0
749,593,142,2217,2013-04-28 21:23:00,456.0,1,0,45.0
750,383,1714,2611,2013-04-28 23:29:00,321.0,1,0,32.0
751,5760,2465,4435,2013-04-29 01:46:00,147.0,1,1,14.0
9674,7548,3245,3198,2013-04-29 01:58:00,554.0,1,1,55.0
6632,7136,422,3758,2013-04-29 03:35:00,851.0,1,0,85.0
752,4735,3420,2901,2013-04-29 05:06:00,281.0,1,0,28.0
8777,5836,247,728,2013-04-29 06:08:00,150.0,1,1,15.0
3654,5208,3207,3956,2013-04-29 11:05:00,489.0,1,0,48.0
753,4524,2321,1107,2013-04-29 11:51:00,309.0,1,1,30.0
755,7746,2272,2198,2013-04-29 13:47:00,336.0,1,0,33.0
6638,313,42,2689,2013-04-29 18:16:00,168.0,1,0,16.0
759,5849,632,2000,2013-04-29 19:43:00,237.0,1,0,23.0
6639,2529,612,1221,2013-04-29 19:53:00,582.0,1,0,58.0
6640,2587,1045,3901,2013-04-29 20:03:00,278.0,1,0,27.0
9679,6719,2789,3615,2013-04-29 22:29:00,409.0,1,1,40.0
3656,4065,2354,534,2013-04-29 22:38:00,192.0,1,0,19.0
6645,7783,742,56,2013-04-29 22:54:00,647.0,1,1,64.0
9680,5477,3039,1953,2013-04-29 23:03:00,283.0,1,1,28.0
6646,6412,2536,4314,2013-04-29 23:17:00,388.0,1,1,38.0
762,3496,2849,1330,2013-04-30 00:27:00,170.0,1,1,17.0
763,6878,1495,3584,2013-04-30 01:07:00,1069.0,1,0,106.0
3658,5173,2712,1680,2013-04-30 02:57:00,216.0,1,1,21.0
6648,2409,157,515,2013-04-30 03:09:00,166.0,1,0,16.0
764,2409,3202,4010,2013-04-30 03:12:00,205.0,1,0,20.0
9681,1281,1046,2823,2013-04-30 03:14:00,307.0,1,0,30.0
765,4122,328,3318,2013-04-30 05:36:00,393.0,1,0,39.0
6651,456,1641,8,2013-04-30 10:33:00,230.0,1,1,23.0
6653,1483,797,4300,2013-04-30 13:30:00,353.0,1,0,35.0
9683,8139,1675,4104,2013-04-30 15:30:00,346.0,1,0,34.0
3662,6238,1819,3012,2013-04-30 16:30:00,243.0,1,0,24.0
767,6192,3289,874,2013-04-30 16:52:00,291.0,1,0,29.0
9685,4789,1989,3290,2013-04-30 17:02:00,291.0,1,0,29.0
9687,7505,18,809,2013-04-30 18:55:00,148.0,1,0,14.0
3663,726,2927,2374,2013-04-30 19:21:00,190.0,1,1,19.0
6655,3055,2241,3000,2013-04-30 20:30:00,237.0,1,0,23.0
6658,8804,1276,1409,2013-05-01 00:32:00,281.0,1,1,28.0
770,5088,142,2687,2013-05-01 00:59:00,353.0,1,0,35.0
3665,3557,2342,1404,2013-05-01 02:12:00,200.0,1,0,20.0
9690,6800,203,4428,2013-05-01 06:26:00,351.0,1,0,35.0
6661,9042,567,2683,2013-05-01 06:30:00,209.0,1,0,20.0
3668,9042,502,379,2013-05-01 06:36:00,211.0,1,0,21.0
9691,1847,3233,2941,2013-05-01 07:55:00,142.0,1,0,14.0
771,8157,1359,4333,2013-05-01 13:05:00,470.0,1,1,47.0
9692,2274,42,2689,2013-05-01 15:01:00,212.0,1,0,21.0
3670,4732,1615,432,2013-05-01 17:20:00,402.0,1,0,40.0
9694,5418,3124,1814,2013-05-01 17:39:00,351.0,1,0,35.0
774,8049,1972,324,2013-05-01 18:18:00,533.0,1,1,53.0
775,4433,1309,1784,2013-05-01 19:14:00,848.0,1,0,84.0
6669,3179,1400,3607,2013-05-01 20:36:00,210.0,1,0,21.0
777,1633,860,2625,2013-05-01 20:56:00,350.0,1,1,35.0
9696,1633,2148,1040,2013-05-01 21:39:00,350.0,1,0,35.0
778,2230,331,3813,2013-05-01 22:54:00,431.0,1,1,43.0
3671,978,974,4424,2013-05-02 03:54:00,294.0,1,0,29.0
3672,4064,1047,1334,2013-05-02 03:55:00,153.0,1,0,15.0
6673,8749,269,376,2013-05-02 04:03:00,240.0,1,0,24.0
6674,7908,2948,538,2013-05-02 07:02:00,473.0,1,0,47.0
781,7313,3563,3790,2013-05-02 07:20:00,306.0,1,0,30.0
6675,8657,3419,196,2013-05-02 08:20:00,493.0,1,0,49.0
6676,4807,2896,2506,2013-05-02 08:32:00,255.0,1,0,25.0
3674,2709,130,70,2013-05-02 09:30:00,153.0,1,0,15.0
9698,2683,56,2194,2013-05-02 10:59:00,371.0,1,0,37.0
783,1398,2735,2845,2013-05-02 13:46:00,616.0,1,0,61.0
3675,7861,614,2813,2013-05-02 14:53:00,150.0,1,0,15.0
3676,2144,625,4419,2013-05-02 15:35:00,163.0,1,0,16.0
9700,2097,182,3683,2013-05-02 17:34:00,208.0,1,1,20.0
3679,8778,2322,2158,2013-05-02 18:18:00,140.0,1,1,14.0
786,823,155,2085,2013-05-02 18:51:00,285.0,1,0,28.0
3682,6503,3182,2843,2013-05-02 23:40:00,552.0,1,0,55.0
9702,7741,709,2116,2013-05-03 00:39:00,395.0,1,1,39.0
9703,7421,2601,2528,2013-05-03 00:45:00,444.0,1,0,44.0
3683,318,2191,3626,2013-05-03 02:18:00,189.0,1,0,18.0
