,id_guest,id_host,id_listing,ts_interaction_first,m_first_message_length,ab,acceptance,message_length_level
9440,7681,732,2176,2013-03-29 17:08:00,63.0,0,0,6.0
6407,8227,736,3254,2013-03-29 18:57:00,597.0,0,0,59.0
3420,4623,3137,3298,2013-03-29 19:51:00,699.0,0,0,69.0
6408,1270,2952,3588,2013-03-29 22:48:00,339.0,0,0,33.0
3421,7309,3153,536,2013-03-29 22:49:00,118.0,0,0,11.0
8754,5784,1363,1491,2013-03-29 23:08:00,0.0,0,0,0.0
9443,4214,1238,1552,2013-03-30 00:02:00,283.0,0,0,28.0
502,741,1495,3584,2013-03-30 01:20:00,453.0,0,1,45.0
503,153,3606,712,2013-03-30 01:40:00,344.0,0,1,34.0
3422,3609,18,809,2013-03-30 02:27:00,318.0,0,0,31.0
6411,2360,3389,1522,2013-03-30 12:15:00,754.0,0,1,75.0
9444,6002,3402,3331,2013-03-30 13:57:00,514.0,0,0,51.0
9446,9012,2604,3684,2013-03-30 21:14:00,173.0,0,0,17.0
509,5482,2186,1041,2013-03-31 01:29:00,630.0,0,0,63.0
6412,3002,1763,3650,2013-03-31 04:00:00,190.0,0,1,19.0
8756,6802,1763,3650,2013-03-31 05:28:00,0.0,0,1,0.0
9450,8918,977,22,2013-03-31 13:01:00,92.0,0,1,9.0
9452,7176,1794,4142,2013-03-31 15:36:00,186.0,0,1,18.0
6413,5423,1306,772,2013-03-31 17:12:00,45.0,0,0,4.0
513,7890,1038,771,2013-03-31 17:39:00,191.0,0,0,19.0
514,2920,2572,2286,2013-03-31 19:38:00,243.0,0,1,24.0
6415,7692,3213,3532,2013-03-31 19:52:00,245.0,0,0,24.0
515,1733,347,494,2013-03-31 20:22:00,76.0,0,0,7.0
8757,532,2237,3306,2013-03-31 20:47:00,0.0,0,0,0.0
3424,708,2789,1096,2013-03-31 20:53:00,165.0,0,0,16.0
9454,5132,1856,2124,2013-03-31 22:49:00,472.0,0,1,47.0
5686,4268,2333,1918,2013-03-31 22:59:00,0.0,0,0,0.0
2735,5542,3586,1742,2013-04-01 00:57:00,0.0,0,1,0.0
9456,6,2093,4143,2013-04-01 02:21:00,336.0,0,0,33.0
517,8761,3490,11,2013-04-01 10:11:00,1731.0,0,0,173.0
6418,3273,3606,712,2013-04-01 13:33:00,199.0,0,0,19.0
3427,5772,2963,3347,2013-04-01 13:45:00,807.0,0,1,80.0
6419,271,2191,3626,2013-04-01 14:24:00,262.0,0,0,26.0
6420,2992,2101,3384,2013-04-01 14:54:00,410.0,0,1,41.0
6421,2757,1244,2871,2013-04-01 15:03:00,476.0,0,0,47.0
9458,6482,3665,3309,2013-04-01 15:03:00,205.0,0,0,20.0
3428,6482,3409,2995,2013-04-01 15:03:00,205.0,0,0,20.0
519,1559,735,3851,2013-04-01 15:32:00,717.0,0,1,71.0
6423,5073,1434,3926,2013-04-01 16:00:00,120.0,0,0,12.0
6424,7870,2206,2329,2013-04-01 16:54:00,743.0,0,1,74.0
9459,2360,3075,2586,2013-04-01 17:08:00,510.0,0,0,51.0
6428,5722,18,809,2013-04-01 18:50:00,124.0,0,0,12.0
6429,8211,541,3928,2013-04-01 19:08:00,133.0,0,0,13.0
3430,3317,2130,204,2013-04-01 19:28:00,714.0,0,0,71.0
3431,6079,13,2269,2013-04-01 20:05:00,168.0,0,1,16.0
6430,6629,2357,2607,2013-04-01 20:25:00,451.0,0,0,45.0
3434,1892,3288,3117,2013-04-01 22:25:00,412.0,0,1,41.0
525,6100,3082,882,2013-04-01 22:43:00,196.0,0,0,19.0
6433,2753,3537,454,2013-04-01 23:05:00,552.0,0,1,55.0
3435,4552,1899,1559,2013-04-01 23:33:00,353.0,0,0,35.0
526,4957,1998,1415,2013-04-02 00:11:00,267.0,0,1,26.0
3437,542,1966,2330,2013-04-02 00:18:00,602.0,0,0,60.0
527,1895,2575,3582,2013-04-02 00:21:00,129.0,0,0,12.0
528,6461,3064,801,2013-04-02 01:14:00,1690.0,0,1,169.0
3438,2296,1636,2914,2013-04-02 01:33:00,407.0,0,0,40.0
9461,2918,1336,501,2013-04-02 01:58:00,407.0,0,0,40.0
9462,664,1467,2347,2013-04-02 03:20:00,662.0,0,1,66.0
6434,208,142,1689,2013-04-02 05:23:00,320.0,0,0,32.0
9464,1058,3490,11,2013-04-02 06:08:00,440.0,0,0,44.0
9465,5862,1294,939,2013-04-02 09:48:00,239.0,0,1,23.0
529,7256,964,3193,2013-04-02 12:39:00,446.0,0,0,44.0
530,914,802,1679,2013-04-02 14:47:00,584.0,0,0,58.0
531,690,2894,4422,2013-04-02 14:57:00,279.0,0,0,27.0
9470,517,75,1528,2013-04-02 17:17:00,341.0,0,1,34.0
9471,3985,1043,2184,2013-04-02 17:44:00,741.0,0,0,74.0
3444,1945,3652,2532,2013-04-02 17:56:00,293.0,0,0,29.0
3445,6467,1674,248,2013-04-02 19:36:00,420.0,0,0,42.0
536,168,1624,1362,2013-04-02 20:50:00,218.0,0,1,21.0
8760,7760,2905,2389,2013-04-02 20:51:00,277.0,0,1,
9473,2869,1636,2914,2013-04-02 21:03:00,532.0,0,0,53.0
3446,2453,1878,829,2013-04-02 21:36:00,199.0,0,0,19.0
9474,7357,2321,1107,2013-04-02 23:09:00,328.0,0,0,32.0
3447,9007,2845,589,2013-04-02 23:10:00,271.0,0,0,27.0
9475,5985,3057,3453,2013-04-03 00:09:00,328.0,0,0,32.0
6435,8875,2074,1425,2013-04-03 01:39:00,280.0,0,0,28.0
3449,8942,2988,3161,2013-04-03 02:58:00,428.0,0,0,42.0
6437,6540,2747,1175,2013-04-03 03:51:00,915.0,0,0,91.0
6438,1816,2220,2900,2013-04-03 03:54:00,110.0,0,1,11.0
538,5905,2734,1949,2013-04-03 04:11:00,153.0,0,1,15.0
5689,7438,3420,2901,2013-04-03 06:26:00,0.0,0,1,0.0
3450,7016,1651,3627,2013-04-03 08:13:00,201.0,0,0,20.0
9480,6585,1253,1471,2013-04-03 14:22:00,133.0,0,1,13.0
6439,1849,996,3908,2013-04-03 15:08:00,31.0,0,1,3.0
5690,5046,424,1843,2013-04-03 16:31:00,0.0,0,1,0.0
3451,4100,1622,820,2013-04-03 17:01:00,593.0,0,0,59.0
3454,8964,44,3154,2013-04-03 18:38:00,205.0,0,1,20.0
9484,7545,316,2303,2013-04-03 22:37:00,342.0,0,0,34.0
3457,743,1855,4442,2013-04-03 23:01:00,200.0,0,0,20.0
3458,4364,2726,3671,2013-04-03 23:46:00,351.0,0,0,35.0
6442,2554,2916,406,2013-04-04 00:08:00,341.0,0,0,34.0
3460,7973,2028,1092,2013-04-04 02:41:00,189.0,0,1,18.0
2736,1133,30,238,2013-04-04 04:24:00,0.0,0,1,0.0
3463,3982,1357,2459,2013-04-04 05:40:00,345.0,0,0,34.0
3464,3982,766,900,2013-04-04 06:19:00,300.0,0,1,30.0
6443,5758,2481,2764,2013-04-04 09:33:00,430.0,0,1,43.0
544,5394,1868,169,2013-04-04 12:27:00,391.0,0,0,39.0
6445,6819,98,4363,2013-04-04 12:54:00,965.0,0,0,96.0
6446,6207,128,2063,2013-04-04 13:40:00,517.0,0,1,51.0
3465,6307,2177,3249,2013-04-04 14:51:00,546.0,0,0,54.0
547,4650,2685,4092,2013-04-04 16:07:00,285.0,0,0,28.0
3466,4172,2713,857,2013-04-04 16:09:00,364.0,0,0,36.0
6447,4172,3329,2840,2013-04-04 16:11:00,366.0,0,1,36.0
548,6972,2553,1232,2013-04-04 16:41:00,206.0,0,0,20.0
9487,4937,1622,2375,2013-04-04 16:43:00,536.0,0,0,53.0
3467,4163,2981,2042,2013-04-04 19:59:00,158.0,0,0,15.0
9490,5145,2599,2679,2013-04-04 20:00:00,70.0,0,0,7.0
3468,6944,1992,1928,2013-04-04 20:21:00,347.0,0,0,34.0
6448,2247,2921,1731,2013-04-04 20:30:00,307.0,0,1,30.0
550,5155,3609,108,2013-04-04 21:26:00,655.0,0,0,65.0
6451,2968,269,376,2013-04-04 21:26:00,251.0,0,1,25.0
3470,4911,3522,4262,2013-04-04 22:18:00,357.0,0,0,35.0
552,5944,2387,2630,2013-04-05 00:09:00,220.0,0,0,22.0
553,62,3369,3469,2013-04-05 00:21:00,42.0,0,0,4.0
8762,3693,2609,4061,2013-04-05 00:35:00,0.0,0,0,0.0
3471,6377,1550,2023,2013-04-05 01:02:00,217.0,0,0,21.0
554,8067,2358,2252,2013-04-05 01:40:00,267.0,0,0,26.0
3472,6478,2306,369,2013-04-05 01:47:00,210.0,0,0,21.0
555,2912,903,94,2013-04-05 03:21:00,459.0,0,0,45.0
3473,802,2176,14,2013-04-05 04:02:00,246.0,0,1,24.0
6453,4289,1625,539,2013-04-05 05:54:00,39.0,0,0,3.0
557,7095,797,4300,2013-04-05 08:28:00,247.0,0,0,24.0
6458,5916,1187,4110,2013-04-05 09:56:00,577.0,0,1,57.0
3474,4206,1764,4251,2013-04-05 10:19:00,128.0,0,1,12.0
558,3507,1373,1595,2013-04-05 13:09:00,250.0,0,1,25.0
9494,2389,3049,3547,2013-04-05 15:08:00,225.0,0,0,22.0
9495,7545,549,1839,2013-04-05 16:03:00,462.0,0,0,46.0
560,8179,404,103,2013-04-05 16:55:00,1944.0,0,0,194.0
9496,1529,235,65,2013-04-05 18:08:00,565.0,0,0,56.0
3476,2329,2916,406,2013-04-05 20:34:00,465.0,0,1,46.0
562,2899,3288,3117,2013-04-05 21:27:00,441.0,0,0,44.0
6461,8463,390,2017,2013-04-05 22:24:00,219.0,0,0,21.0
9497,2602,2703,3312,2013-04-05 22:34:00,45.0,0,1,4.0
563,3711,1061,1375,2013-04-06 02:57:00,514.0,0,1,51.0
3477,5965,2272,2198,2013-04-06 03:04:00,381.0,0,0,38.0
8763,3311,556,2593,2013-04-06 03:17:00,0.0,0,1,0.0
564,2530,1884,3241,2013-04-06 03:52:00,260.0,0,0,26.0
565,4784,3290,3294,2013-04-06 05:15:00,249.0,0,1,24.0
566,7748,3486,2741,2013-04-06 05:40:00,136.0,0,1,13.0
5691,5028,3287,606,2013-04-06 06:24:00,0.0,0,0,0.0
6465,7106,1917,3549,2013-04-06 06:53:00,247.0,0,0,24.0
3479,8377,835,423,2013-04-06 08:20:00,164.0,0,0,16.0
568,4678,3586,1742,2013-04-06 10:59:00,352.0,0,1,35.0
6466,8679,3023,3884,2013-04-06 12:03:00,388.0,0,0,38.0
6467,8661,72,2962,2013-04-06 13:02:00,134.0,0,1,13.0
571,7816,1870,602,2013-04-06 14:21:00,477.0,0,0,47.0
6468,3033,312,734,2013-04-06 16:34:00,1406.0,0,0,140.0
573,1473,2490,542,2013-04-06 18:15:00,1433.0,0,0,143.0
574,2542,1493,1696,2013-04-06 19:36:00,59.0,0,1,5.0
576,530,398,436,2013-04-06 21:42:00,190.0,0,0,19.0
3482,8685,2176,14,2013-04-06 22:23:00,217.0,0,0,21.0
577,6445,2786,1183,2013-04-06 22:46:00,827.0,0,0,82.0
6470,5576,1858,4246,2013-04-06 23:53:00,100.0,0,0,10.0
578,6469,566,1050,2013-04-07 01:23:00,248.0,0,1,24.0
6471,4263,579,1565,2013-04-07 02:42:00,563.0,0,0,56.0
9500,8305,622,2507,2013-04-07 03:08:00,788.0,0,0,78.0
9501,6133,3188,674,2013-04-07 03:20:00,173.0,0,0,17.0
3483,6194,166,392,2013-04-07 06:28:00,125.0,0,1,12.0
2738,7186,962,438,2013-04-07 07:17:00,0.0,0,1,0.0
5692,5356,693,2398,2013-04-07 14:40:00,0.0,0,1,0.0
3485,7356,3045,1146,2013-04-07 15:41:00,280.0,0,0,28.0
3486,2727,2603,3003,2013-04-07 15:52:00,660.0,0,0,66.0
581,2004,3090,3773,2013-04-07 16:04:00,208.0,0,0,20.0
9502,7067,781,2446,2013-04-07 16:29:00,292.0,0,0,29.0
9503,7932,2603,3003,2013-04-07 17:16:00,340.0,0,0,34.0
6475,242,1485,3877,2013-04-07 20:41:00,387.0,0,1,38.0
9504,7809,1050,3823,2013-04-07 21:22:00,356.0,0,0,35.0
584,633,113,2693,2013-04-07 23:18:00,40.0,0,0,4.0
586,5608,556,2593,2013-04-08 00:14:00,113.0,0,1,11.0
9505,2202,3490,11,2013-04-08 00:20:00,147.0,0,0,14.0
3489,7883,2841,2502,2013-04-08 01:46:00,161.0,0,1,16.0
587,8015,2552,3399,2013-04-08 03:52:00,785.0,0,0,78.0
588,8833,335,1504,2013-04-08 05:36:00,124.0,0,1,12.0
9506,5686,3179,2969,2013-04-08 05:58:00,175.0,0,1,17.0
6479,5827,24,2909,2013-04-08 15:42:00,195.0,0,0,19.0
9508,2018,2659,294,2013-04-08 15:47:00,640.0,0,0,64.0
6481,1463,2726,3671,2013-04-08 16:28:00,214.0,0,0,21.0
592,1924,909,4071,2013-04-08 16:51:00,255.0,0,1,25.0
593,3838,2701,3006,2013-04-08 17:22:00,313.0,0,0,31.0
9509,6985,3077,1426,2013-04-08 17:24:00,200.0,0,0,20.0
9511,8397,2691,1053,2013-04-08 21:12:00,303.0,0,0,30.0
6484,8231,615,4007,2013-04-08 21:59:00,132.0,0,0,13.0
594,2872,3360,3505,2013-04-08 22:21:00,651.0,0,0,65.0
9512,6985,668,867,2013-04-08 22:36:00,203.0,0,1,20.0
595,6655,3501,1389,2013-04-08 23:13:00,575.0,0,1,57.0
596,7080,906,1906,2013-04-09 00:28:00,113.0,0,0,11.0
597,7511,2315,3143,2013-04-09 02:14:00,275.0,0,0,27.0
3496,4660,2588,511,2013-04-09 03:55:00,392.0,0,0,39.0
9513,9076,1716,1405,2013-04-09 06:08:00,586.0,0,1,58.0
600,941,2972,1406,2013-04-09 07:27:00,462.0,0,1,46.0
601,4902,1979,2095,2013-04-09 09:19:00,343.0,0,1,34.0
3497,6218,1912,2667,2013-04-09 13:32:00,269.0,0,0,26.0
9514,3958,599,2103,2013-04-09 16:30:00,201.0,0,0,20.0
3498,2150,962,906,2013-04-09 17:16:00,57.0,0,0,5.0
2739,391,2771,1578,2013-04-09 17:28:00,0.0,0,1,0.0
606,7089,1702,2757,2013-04-09 20:30:00,174.0,0,0,17.0
2741,7953,1442,3854,2013-04-09 21:12:00,277.0,0,1,
6490,5874,3409,2995,2013-04-09 21:53:00,356.0,0,0,35.0
3499,7806,2456,2837,2013-04-09 23:02:00,663.0,0,0,66.0
9518,1018,1525,1624,2013-04-10 02:03:00,388.0,0,0,38.0
607,2777,71,320,2013-04-10 02:19:00,341.0,0,0,34.0
3500,5015,300,2828,2013-04-10 03:28:00,205.0,0,1,20.0
9520,141,937,152,2013-04-10 04:59:00,228.0,0,1,22.0
3501,8932,71,320,2013-04-10 05:32:00,236.0,0,0,23.0
6492,2307,805,3125,2013-04-10 06:12:00,223.0,0,1,22.0
6493,8054,3268,1034,2013-04-10 08:20:00,133.0,0,0,13.0
3502,2103,46,480,2013-04-10 14:14:00,207.0,0,0,20.0
6495,1495,2926,2480,2013-04-10 17:35:00,175.0,0,0,17.0
610,8296,1152,1692,2013-04-10 18:19:00,330.0,0,0,33.0
6496,990,3197,2590,2013-04-10 18:53:00,529.0,0,1,52.0
3505,417,2884,4254,2013-04-10 18:57:00,123.0,0,0,12.0
6497,5172,2745,1706,2013-04-10 18:58:00,354.0,0,1,35.0
611,5172,2156,823,2013-04-10 19:11:00,355.0,0,0,35.0
3507,834,3195,976,2013-04-10 20:36:00,229.0,0,0,22.0
6500,5692,612,1221,2013-04-10 21:27:00,353.0,0,0,35.0
612,7718,2662,105,2013-04-10 22:42:00,460.0,0,1,46.0
9523,1971,3278,928,2013-04-10 23:04:00,172.0,0,0,17.0
3508,9051,1822,1472,2013-04-11 00:39:00,151.0,0,1,15.0
614,7064,1377,2955,2013-04-11 00:49:00,353.0,0,0,35.0
3511,6357,3284,2242,2013-04-11 05:30:00,212.0,0,0,21.0
3512,2773,2224,495,2013-04-11 06:47:00,141.0,0,0,14.0
618,8384,66,3219,2013-04-11 15:08:00,448.0,0,0,44.0
619,7362,1645,3566,2013-04-11 15:08:00,560.0,0,0,56.0
9525,5585,2075,1903,2013-04-11 17:45:00,258.0,0,0,25.0
620,3321,2712,1680,2013-04-11 17:51:00,955.0,0,1,95.0
3515,4124,1515,3914,2013-04-11 19:02:00,526.0,0,0,52.0
9527,3838,3364,13,2013-04-11 21:26:00,243.0,0,1,24.0
6505,6858,3548,2947,2013-04-11 22:59:00,474.0,0,0,47.0
621,3896,1922,1683,2013-04-11 23:59:00,218.0,0,0,21.0
623,1407,2556,1719,2013-04-12 05:28:00,73.0,0,1,7.0
624,2771,2553,1232,2013-04-12 07:12:00,333.0,0,0,33.0
3518,3408,3001,378,2013-04-12 15:42:00,484.0,0,0,48.0
3520,49,1928,3620,2013-04-12 18:04:00,520.0,0,1,52.0
6510,4201,2571,1710,2013-04-12 18:13:00,414.0,0,0,41.0
3521,1207,2369,593,2013-04-12 18:44:00,616.0,0,0,61.0
627,3980,1995,2880,2013-04-12 19:12:00,114.0,0,0,11.0
628,5018,423,3757,2013-04-12 19:56:00,74.0,0,1,7.0
9530,7485,1607,4309,2013-04-12 23:07:00,286.0,0,0,28.0
6512,2720,1920,3030,2013-04-12 23:09:00,282.0,0,1,28.0
3524,7443,3446,1765,2013-04-13 05:19:00,215.0,0,1,21.0
3526,2545,3138,2762,2013-04-13 09:48:00,403.0,0,0,40.0
6513,4511,3486,2741,2013-04-13 10:16:00,330.0,0,0,33.0
6514,3913,1717,1019,2013-04-13 12:34:00,563.0,0,0,56.0
630,8756,1386,1204,2013-04-13 18:12:00,388.0,0,0,38.0
634,1881,2839,3993,2013-04-13 21:48:00,199.0,0,0,19.0
3530,6499,2267,964,2013-04-13 22:16:00,12.0,0,0,1.0
6515,6297,2021,548,2013-04-13 23:02:00,148.0,0,0,14.0
9535,5109,1968,795,2013-04-13 23:29:00,86.0,0,0,8.0
3531,4583,1245,4089,2013-04-13 23:55:00,1657.0,0,0,165.0
2744,1168,2603,3003,2013-04-14 00:20:00,0.0,0,1,0.0
636,3823,2721,2815,2013-04-14 04:18:00,406.0,0,0,40.0
6516,2867,2438,157,2013-04-14 05:25:00,157.0,0,1,15.0
9536,8838,979,815,2013-04-14 06:20:00,337.0,0,1,33.0
3533,4486,3613,901,2013-04-14 08:17:00,404.0,0,1,40.0
6517,4248,1585,2212,2013-04-14 08:24:00,489.0,0,0,48.0
9538,3759,3124,1814,2013-04-14 16:07:00,291.0,0,0,29.0
638,8702,2236,3555,2013-04-14 16:16:00,856.0,0,0,85.0
9540,3759,3124,2598,2013-04-14 16:21:00,291.0,0,0,29.0
9541,6635,3371,2062,2013-04-14 16:56:00,277.0,0,1,27.0
3536,858,2645,394,2013-04-14 18:41:00,290.0,0,1,29.0
6519,4969,2203,4172,2013-04-14 19:06:00,781.0,0,1,78.0
9546,3693,935,2571,2013-04-15 01:35:00,291.0,0,0,29.0
9549,1397,1708,2937,2013-04-15 03:51:00,1197.0,0,0,119.0
3539,7473,120,2272,2013-04-15 04:36:00,381.0,0,0,38.0
640,4476,3262,1177,2013-04-15 04:57:00,272.0,0,0,27.0
6522,4051,3221,1608,2013-04-15 05:02:00,191.0,0,0,19.0
641,980,3432,2058,2013-04-15 11:01:00,146.0,0,0,14.0
6523,6952,977,22,2013-04-15 11:44:00,13.0,0,1,1.0
9551,6834,3422,3655,2013-04-15 12:54:00,493.0,0,1,49.0
3540,8473,1967,2825,2013-04-15 13:29:00,243.0,0,0,24.0
9553,8336,118,2660,2013-04-15 15:31:00,316.0,0,1,31.0
3541,4908,1102,2531,2013-04-15 17:21:00,278.0,0,1,27.0
9555,6785,98,4363,2013-04-15 17:48:00,297.0,0,0,29.0
6524,2490,1702,2757,2013-04-15 18:24:00,518.0,0,0,51.0
9557,166,584,331,2013-04-15 21:30:00,667.0,0,0,66.0
6525,7547,2487,1054,2013-04-15 23:02:00,577.0,0,0,57.0
9559,2116,3434,52,2013-04-15 23:30:00,875.0,0,0,87.0
643,2553,2320,4079,2013-04-16 00:17:00,130.0,0,0,13.0
6527,7229,3616,3644,2013-04-16 02:27:00,329.0,0,1,32.0
9560,2552,183,1777,2013-04-16 03:10:00,470.0,0,0,47.0
9563,260,1624,1362,2013-04-16 08:49:00,783.0,0,0,78.0
646,6533,672,191,2013-04-16 13:02:00,111.0,0,0,11.0
9564,7216,2312,2089,2013-04-16 15:24:00,488.0,0,0,48.0
8770,3708,26,3222,2013-04-16 15:30:00,0.0,0,1,0.0
6529,8799,343,4391,2013-04-16 17:44:00,24.0,0,1,2.0
647,8763,2236,3555,2013-04-16 18:21:00,205.0,0,0,20.0
648,2521,905,3283,2013-04-16 18:28:00,274.0,0,1,27.0
3544,8058,2328,1695,2013-04-16 20:11:00,96.0,0,0,9.0
6531,2013,2900,309,2013-04-16 20:37:00,411.0,0,0,41.0
650,2013,2381,1477,2013-04-16 20:37:00,411.0,0,0,41.0
652,5418,3043,4331,2013-04-16 21:23:00,541.0,0,0,54.0
3545,4925,2726,3671,2013-04-16 21:55:00,438.0,0,0,43.0
8771,7211,1966,2330,2013-04-16 23:24:00,0.0,0,0,0.0
9567,4713,1008,2665,2013-04-16 23:43:00,242.0,0,0,24.0
3547,2697,1456,2148,2013-04-17 00:23:00,282.0,0,0,28.0
6534,6909,1863,1174,2013-04-17 02:43:00,462.0,0,0,46.0
655,4695,3308,45,2013-04-17 02:52:00,120.0,0,0,12.0
6535,6130,1955,2281,2013-04-17 03:29:00,1765.0,0,0,176.0
6536,7282,2927,2374,2013-04-17 03:36:00,374.0,0,1,37.0
6537,3462,2408,2890,2013-04-17 03:48:00,246.0,0,0,24.0
5694,6084,2979,1752,2013-04-17 03:58:00,0.0,0,0,0.0
6538,3276,3186,4218,2013-04-17 04:51:00,384.0,0,0,38.0
3549,589,466,252,2013-04-17 06:24:00,145.0,0,0,14.0
656,53,684,57,2013-04-17 06:29:00,386.0,0,1,38.0
6539,1098,1190,496,2013-04-17 14:22:00,199.0,0,1,19.0
9572,8476,2764,3289,2013-04-17 15:01:00,586.0,0,0,58.0
3551,100,2001,3236,2013-04-17 15:26:00,561.0,0,0,56.0
9573,5489,2990,2535,2013-04-17 17:01:00,236.0,0,1,23.0
657,6490,2322,1673,2013-04-17 17:49:00,9.0,0,1,0.0
6540,8348,2176,14,2013-04-17 18:33:00,264.0,0,1,26.0
6543,2327,841,3345,2013-04-17 20:50:00,355.0,0,0,35.0
3553,1492,528,591,2013-04-17 21:55:00,848.0,0,0,84.0
3554,961,1156,3817,2013-04-17 23:45:00,308.0,0,1,30.0
9575,107,544,1950,2013-04-18 00:13:00,367.0,0,0,36.0
9576,885,173,336,2013-04-18 01:50:00,357.0,0,1,35.0
9577,885,2068,1447,2013-04-18 02:00:00,352.0,0,0,35.0
6544,130,2113,4068,2013-04-18 02:20:00,510.0,0,0,51.0
9579,8237,1047,1334,2013-04-18 02:42:00,706.0,0,0,70.0
660,2318,1297,2403,2013-04-18 03:46:00,88.0,0,0,8.0
9582,2381,10,2487,2013-04-18 03:55:00,101.0,0,1,10.0
6546,523,1486,307,2013-04-18 05:23:00,461.0,0,1,46.0
3555,6071,1498,1574,2013-04-18 07:32:00,631.0,0,0,63.0
662,3357,1473,1257,2013-04-18 09:50:00,228.0,0,0,22.0
9583,2049,3382,816,2013-04-18 10:35:00,673.0,0,0,67.0
6547,3864,2576,3116,2013-04-18 11:35:00,170.0,0,0,17.0
663,5878,1769,1235,2013-04-18 12:55:00,517.0,0,1,51.0
665,5282,2665,3997,2013-04-18 14:09:00,128.0,0,0,12.0
3557,8792,2278,754,2013-04-18 14:29:00,407.0,0,0,40.0
3558,4084,289,1220,2013-04-18 14:47:00,76.0,0,0,7.0
9585,4559,2496,2881,2013-04-18 15:24:00,861.0,0,0,86.0
6548,1575,974,4424,2013-04-18 15:39:00,145.0,0,1,14.0
6549,3922,1787,4345,2013-04-18 17:15:00,739.0,0,0,73.0
6550,367,142,4038,2013-04-18 18:26:00,213.0,0,0,21.0
669,2415,1359,3260,2013-04-18 19:34:00,182.0,0,1,18.0
6551,8381,1862,1305,2013-04-18 20:07:00,236.0,0,0,23.0
3561,1896,3289,874,2013-04-18 20:25:00,275.0,0,0,27.0
3562,2717,2990,2535,2013-04-18 21:22:00,271.0,0,0,27.0
3563,8953,216,1127,2013-04-18 21:42:00,157.0,0,0,15.0
3564,3035,50,1626,2013-04-18 22:15:00,1106.0,0,0,110.0
2745,5497,1385,1915,2013-04-18 22:31:00,0.0,0,1,0.0
9591,6142,1276,3909,2013-04-18 23:02:00,221.0,0,1,22.0
6553,1315,794,4132,2013-04-19 01:30:00,326.0,0,0,32.0
6554,6487,1607,4309,2013-04-19 02:29:00,496.0,0,0,49.0
673,3030,3509,3955,2013-04-19 04:37:00,588.0,0,1,58.0
9594,7429,1056,2796,2013-04-19 05:34:00,269.0,0,0,26.0
3566,4880,3572,2587,2013-04-19 07:33:00,33.0,0,0,3.0
3567,1056,436,4101,2013-04-19 08:18:00,10.0,0,0,1.0
6555,5521,1525,1624,2013-04-19 10:20:00,333.0,0,0,33.0
9595,2467,2094,1100,2013-04-19 15:49:00,392.0,0,0,39.0
6557,8495,1741,2188,2013-04-19 15:58:00,223.0,0,0,22.0
6558,4730,1505,4291,2013-04-19 17:52:00,1029.0,0,1,102.0
3573,2613,2160,1861,2013-04-19 18:58:00,632.0,0,0,63.0
6560,2686,3308,45,2013-04-19 21:20:00,350.0,0,0,35.0
3575,5267,2152,1125,2013-04-19 23:15:00,353.0,0,0,35.0
3576,2469,2245,3847,2013-04-20 00:24:00,424.0,0,0,42.0
9598,4712,3382,816,2013-04-20 02:05:00,937.0,0,0,93.0
5698,6512,530,4265,2013-04-20 05:41:00,0.0,0,1,0.0
6564,3775,2392,1506,2013-04-20 08:19:00,176.0,0,0,17.0
9601,1326,1056,2796,2013-04-20 09:08:00,913.0,0,0,91.0
676,1326,672,191,2013-04-20 09:18:00,910.0,0,0,91.0
6565,4488,2603,3003,2013-04-20 10:58:00,178.0,0,0,17.0
3579,7878,10,2487,2013-04-20 15:54:00,280.0,0,1,28.0
681,1343,3164,3223,2013-04-20 18:29:00,508.0,0,0,50.0
682,5673,2806,134,2013-04-20 19:52:00,354.0,0,1,35.0
683,5277,1465,3849,2013-04-20 22:09:00,557.0,0,0,55.0
3581,235,1830,2452,2013-04-20 23:36:00,308.0,0,0,30.0
6566,212,1207,3091,2013-04-21 02:05:00,195.0,0,1,19.0
6567,7956,736,3254,2013-04-21 02:40:00,449.0,0,0,44.0
9604,5692,1881,167,2013-04-21 03:42:00,343.0,0,0,34.0
3583,6335,770,929,2013-04-21 06:35:00,223.0,0,0,22.0
684,817,2705,3002,2013-04-21 07:11:00,877.0,0,0,87.0
6569,6360,430,4235,2013-04-21 10:57:00,469.0,0,0,46.0
3586,3608,1276,2143,2013-04-21 13:07:00,658.0,0,1,65.0
9606,1214,2458,1172,2013-04-21 13:58:00,873.0,0,0,87.0
6571,3574,3290,3294,2013-04-21 14:59:00,220.0,0,0,22.0
3587,5591,2730,2957,2013-04-21 15:11:00,101.0,0,0,10.0
3588,4120,3399,3126,2013-04-21 16:12:00,668.0,0,1,66.0
3589,2131,1660,1913,2013-04-21 16:42:00,239.0,0,1,23.0
6573,5876,2170,1815,2013-04-21 18:06:00,399.0,0,0,39.0
9608,7805,1377,2955,2013-04-21 19:13:00,616.0,0,0,61.0
9609,7440,2779,398,2013-04-21 19:19:00,313.0,0,0,31.0
3590,315,862,2491,2013-04-21 20:19:00,211.0,0,1,21.0
5699,4738,2686,1781,2013-04-21 20:37:00,277.0,0,0,
3592,5845,642,3657,2013-04-21 21:17:00,213.0,0,0,21.0
3593,4742,2730,2957,2013-04-21 21:55:00,312.0,0,0,31.0
6575,1097,1070,2007,2013-04-21 23:18:00,378.0,0,0,37.0
