,ab,acceptance,id_guest,id_host,id_listing,m_first_message_length,message_length_level,ts_interaction_first,week_of_year,month,day_of_week
1412,1,Treatment 0,3999,550,2537,433.0,400.0,2013-07-09 10:28:00,28,7,1
4313,0,Control 0,4328,53,3499,128.0,70.0,2013-07-09 11:03:00,28,7,1
1413,0,Control 1,431,3069,677,80.0,70.0,2013-07-09 11:18:00,28,7,1
4314,0,Control 0,8357,1872,3305,487.0,400.0,2013-07-09 11:27:00,28,7,1
7291,0,Control 1,2148,277,3264,412.0,400.0,2013-07-09 12:04:00,28,7,1
7292,0,Control 0,6254,1008,2665,155.0,220.0,2013-07-09 13:03:00,28,7,1
1415,0,Control 0,6870,2949,4394,132.0,70.0,2013-07-09 13:41:00,28,7,1
7293,0,Control 1,8047,1201,4232,266.0,220.0,2013-07-09 14:29:00,28,7,1
1416,0,Control 1,5729,1041,4278,323.0,400.0,2013-07-09 15:06:00,28,7,1
5743,1,Treatment 0,6082,1431,1015,140.0,140.0,2013-07-09 15:13:00,28,7,1
7294,1,Treatment 1,4532,2043,817,261.0,220.0,2013-07-09 16:13:00,28,7,1
4315,1,Treatment 1,3131,2822,2106,423.0,400.0,2013-07-09 17:47:00,28,7,1
7295,1,Treatment 0,8716,2334,1372,199.0,220.0,2013-07-09 17:51:00,28,7,1
4316,1,Treatment 1,4860,1987,3604,570.0,625.0,2013-07-09 18:18:00,28,7,1
4317,1,Treatment 0,1589,910,2669,676.0,625.0,2013-07-09 18:47:00,28,7,1
4318,1,Treatment 0,4799,1238,1552,379.0,400.0,2013-07-09 18:54:00,28,7,1
7296,0,Control 0,7456,845,1698,365.0,400.0,2013-07-09 19:46:00,28,7,1
1417,1,Treatment 1,553,1960,565,482.0,400.0,2013-07-09 19:46:00,28,7,1
7297,1,Treatment 0,5506,851,3498,203.0,220.0,2013-07-09 20:39:00,28,7,1
4319,0,Control 0,4016,1769,326,194.0,220.0,2013-07-09 20:41:00,28,7,1
1418,0,Control 1,4171,2936,2292,336.0,400.0,2013-07-09 21:10:00,28,7,1
5745,1,Treatment 0,493,2139,437,160.0,220.0,2013-07-09 21:11:00,28,7,1
5746,1,Treatment 0,7129,3636,3513,150.0,220.0,2013-07-09 21:42:00,28,7,1
7298,1,Treatment 1,4992,353,125,483.0,400.0,2013-07-09 22:06:00,28,7,1
7299,1,Treatment 0,4292,942,1893,399.0,400.0,2013-07-09 22:24:00,28,7,1
7300,0,Control 1,7410,3189,1967,276.0,220.0,2013-07-09 22:42:00,28,7,1
7301,0,Control 1,8861,3633,3197,108.0,70.0,2013-07-09 23:24:00,28,7,1
8808,0,Control 1,7970,423,3757,0.0,-50.0,2013-07-10 00:30:00,28,7,2
7303,1,Treatment 0,639,2469,1811,235.0,220.0,2013-07-10 00:30:00,28,7,2
7304,0,Control 0,7633,523,2930,134.0,70.0,2013-07-10 02:09:00,28,7,2
4320,0,Control 0,8080,1140,639,141.0,140.0,2013-07-10 03:37:00,28,7,2
4321,0,Control 1,7697,2996,3302,103.0,70.0,2013-07-10 05:39:00,28,7,2
8809,0,Control 1,8086,3204,3640,0.0,0.0,2013-07-10 06:35:00,28,7,2
4322,0,Control 0,8746,2951,75,389.0,400.0,2013-07-10 07:13:00,28,7,2
7305,0,Control 0,1900,2143,2761,283.0,220.0,2013-07-10 14:33:00,28,7,2
1419,1,Treatment 0,4287,2160,1861,222.0,220.0,2013-07-10 15:38:00,28,7,2
4323,0,Control 0,4960,2651,3537,541.0,625.0,2013-07-10 16:23:00,28,7,2
7306,1,Treatment 0,1527,1431,1015,184.0,220.0,2013-07-10 16:57:00,28,7,2
2793,0,Control 1,3881,1093,3391,0.0,-50.0,2013-07-10 17:36:00,28,7,2
4324,0,Control 1,5615,1401,4020,747.0,625.0,2013-07-10 17:36:00,28,7,2
1420,1,Treatment 1,2956,803,3664,527.0,625.0,2013-07-10 17:38:00,28,7,2
4325,1,Treatment 0,5351,2955,1766,247.0,220.0,2013-07-10 17:45:00,28,7,2
4326,1,Treatment 0,8625,1592,4319,240.0,220.0,2013-07-10 17:51:00,28,7,2
7307,1,Treatment 1,2333,3552,3127,205.0,220.0,2013-07-10 18:31:00,28,7,2
1421,1,Treatment 1,4227,3052,3151,537.0,625.0,2013-07-10 18:44:00,28,7,2
4328,1,Treatment 1,8520,2539,1321,432.0,400.0,2013-07-10 22:06:00,28,7,2
7308,1,Treatment 0,5131,483,4294,828.0,875.0,2013-07-10 23:34:00,28,7,2
7309,0,Control 0,669,148,3778,511.0,625.0,2013-07-10 23:47:00,28,7,2
7310,0,Control 1,3393,1210,742,249.0,220.0,2013-07-11 00:06:00,28,7,3
4331,0,Control 1,6701,1957,2656,473.0,400.0,2013-07-11 00:14:00,28,7,3
7311,0,Control 1,4471,2370,3251,302.0,400.0,2013-07-11 00:33:00,28,7,3
4332,0,Control 1,652,1214,927,201.0,220.0,2013-07-11 01:45:00,28,7,3
4333,1,Treatment 1,8053,1148,685,492.0,400.0,2013-07-11 02:29:00,28,7,3
7312,1,Treatment 1,196,856,1907,648.0,625.0,2013-07-11 02:49:00,28,7,3
4334,1,Treatment 1,8242,1927,3745,380.0,400.0,2013-07-11 03:15:00,28,7,3
1422,0,Control 0,1841,2079,3034,355.0,400.0,2013-07-11 03:22:00,28,7,3
4335,1,Treatment 0,1497,1431,1015,193.0,220.0,2013-07-11 03:34:00,28,7,3
1423,0,Control 1,1346,937,152,173.0,220.0,2013-07-11 04:02:00,28,7,3
1424,0,Control 0,5252,2148,1040,240.0,220.0,2013-07-11 04:47:00,28,7,3
5747,0,Control 1,1244,142,1225,0.0,-50.0,2013-07-11 05:13:00,28,7,3
1425,1,Treatment 1,3217,1205,236,670.0,625.0,2013-07-11 05:57:00,28,7,3
7314,0,Control 0,6547,542,1269,797.0,875.0,2013-07-11 06:03:00,28,7,3
4336,0,Control 1,5520,2778,4444,573.0,625.0,2013-07-11 06:57:00,28,7,3
7315,0,Control 0,4179,3408,2201,248.0,220.0,2013-07-11 08:09:00,28,7,3
4337,0,Control 0,1818,1023,366,290.0,220.0,2013-07-11 08:30:00,28,7,3
7316,1,Treatment 1,4717,2256,1919,789.0,875.0,2013-07-11 09:01:00,28,7,3
7317,1,Treatment 0,5200,3503,3508,363.0,400.0,2013-07-11 10:01:00,28,7,3
1426,1,Treatment 0,305,3312,787,265.0,220.0,2013-07-11 10:24:00,28,7,3
4338,0,Control 1,289,946,3452,232.0,220.0,2013-07-11 11:07:00,28,7,3
4339,1,Treatment 1,5571,849,3035,420.0,400.0,2013-07-11 12:32:00,28,7,3
7318,0,Control 0,7321,3262,1177,233.0,220.0,2013-07-11 13:16:00,28,7,3
4340,0,Control 0,8308,312,734,258.0,220.0,2013-07-11 14:05:00,28,7,3
4341,0,Control 0,7166,1276,3551,199.0,220.0,2013-07-11 15:42:00,28,7,3
1427,0,Control 0,2079,1347,4130,451.0,400.0,2013-07-11 15:57:00,28,7,3
7319,0,Control 0,1750,802,2724,272.0,220.0,2013-07-11 17:02:00,28,7,3
1430,1,Treatment 0,3821,2376,4230,570.0,625.0,2013-07-11 17:39:00,28,7,3
4342,0,Control 0,1795,2304,4138,292.0,220.0,2013-07-11 21:05:00,28,7,3
7320,1,Treatment 0,3887,1027,4053,198.0,220.0,2013-07-11 22:43:00,28,7,3
4343,0,Control 0,4641,2973,450,450.0,400.0,2013-07-11 23:01:00,28,7,3
1431,0,Control 0,8813,2627,2802,399.0,400.0,2013-07-11 23:26:00,28,7,3
7322,1,Treatment 0,5623,2095,3374,616.0,625.0,2013-07-12 00:36:00,28,7,4
7323,1,Treatment 0,3121,2500,564,207.0,220.0,2013-07-12 00:46:00,28,7,4
4345,0,Control 0,2984,2926,2480,504.0,625.0,2013-07-12 00:56:00,28,7,4
1432,1,Treatment 1,60,2080,129,569.0,625.0,2013-07-12 02:04:00,28,7,4
1433,1,Treatment 1,2383,3030,2227,254.0,220.0,2013-07-12 02:49:00,28,7,4
1434,0,Control 1,744,3373,112,481.0,400.0,2013-07-12 04:47:00,28,7,4
1435,0,Control 0,5174,1403,310,36.0,70.0,2013-07-12 06:06:00,28,7,4
1436,0,Control 1,1167,1673,4081,108.0,70.0,2013-07-12 09:32:00,28,7,4
1437,1,Treatment 0,4382,633,1931,345.0,400.0,2013-07-12 11:51:00,28,7,4
4348,0,Control 1,6410,990,1142,441.0,400.0,2013-07-12 12:01:00,28,7,4
4349,0,Control 0,2176,2061,3768,198.0,220.0,2013-07-12 12:22:00,28,7,4
4350,1,Treatment 0,7958,3536,1469,157.0,220.0,2013-07-12 13:55:00,28,7,4
1438,1,Treatment 0,3558,3454,1665,407.0,400.0,2013-07-12 14:02:00,28,7,4
7325,1,Treatment 0,5535,2628,1503,382.0,400.0,2013-07-12 15:39:00,28,7,4
4351,0,Control 0,2525,3252,4194,182.0,220.0,2013-07-12 16:11:00,28,7,4
1439,1,Treatment 0,8417,2363,2821,514.0,625.0,2013-07-12 16:19:00,28,7,4
4352,1,Treatment 0,3776,1264,2631,186.0,220.0,2013-07-12 16:37:00,28,7,4
4353,1,Treatment 0,8427,376,4145,1215.0,1500.0,2013-07-12 18:13:00,28,7,4
1440,1,Treatment 0,4317,2972,1406,222.0,220.0,2013-07-12 18:27:00,28,7,4
4354,1,Treatment 0,5198,2865,4295,496.0,400.0,2013-07-12 18:40:00,28,7,4
4355,1,Treatment 0,5786,1979,2095,560.0,625.0,2013-07-12 18:47:00,28,7,4
4356,0,Control 1,6956,2143,2761,92.0,70.0,2013-07-12 19:31:00,28,7,4
1441,0,Control 0,2151,1365,568,152.0,220.0,2013-07-12 21:07:00,28,7,4
4357,1,Treatment 0,1994,1071,3380,780.0,875.0,2013-07-12 21:38:00,28,7,4
1442,0,Control 0,762,1305,3679,884.0,875.0,2013-07-12 22:03:00,28,7,4
4358,1,Treatment 0,4389,1298,146,290.0,220.0,2013-07-12 22:42:00,28,7,4
4359,1,Treatment 0,3488,2493,3278,539.0,625.0,2013-07-12 23:32:00,28,7,4
7328,0,Control 0,5474,2747,1175,179.0,220.0,2013-07-13 03:02:00,28,7,5
4360,1,Treatment 1,4315,679,3510,191.0,220.0,2013-07-13 03:45:00,28,7,5
7329,1,Treatment 0,7354,690,1373,1080.0,1500.0,2013-07-13 06:10:00,28,7,5
7330,1,Treatment 0,5534,2331,262,206.0,220.0,2013-07-13 06:32:00,28,7,5
4362,1,Treatment 0,8475,1673,4081,558.0,625.0,2013-07-13 08:02:00,28,7,5
4363,0,Control 1,5234,28,1473,373.0,400.0,2013-07-13 09:45:00,28,7,5
8810,0,Control 1,4946,2905,2389,0.0,-50.0,2013-07-13 13:24:00,28,7,5
1445,0,Control 0,857,2779,398,288.0,220.0,2013-07-13 14:14:00,28,7,5
1446,0,Control 0,4883,272,576,270.0,220.0,2013-07-13 14:32:00,28,7,5
7331,0,Control 1,2651,416,1078,352.0,400.0,2013-07-13 16:18:00,28,7,5
7332,0,Control 0,8767,2306,932,127.0,70.0,2013-07-13 18:35:00,28,7,5
1447,0,Control 0,90,1674,248,186.0,220.0,2013-07-13 19:10:00,28,7,5
1448,1,Treatment 0,3098,1876,3573,339.0,400.0,2013-07-13 19:16:00,28,7,5
7333,0,Control 0,5624,3368,3576,97.0,70.0,2013-07-13 19:46:00,28,7,5
4364,0,Control 1,5061,1662,4166,483.0,400.0,2013-07-13 21:18:00,28,7,5
1449,1,Treatment 1,1820,1502,153,525.0,625.0,2013-07-13 21:46:00,28,7,5
4365,0,Control 1,1323,10,3423,249.0,220.0,2013-07-13 22:53:00,28,7,5
7334,0,Control 0,6101,1040,594,194.0,220.0,2013-07-13 23:18:00,28,7,5
1450,0,Control 0,6840,3458,3103,316.0,400.0,2013-07-13 23:59:00,28,7,5
7335,0,Control 0,3005,620,17,174.0,220.0,2013-07-14 00:42:00,28,7,6
4366,0,Control 0,7178,2479,89,115.0,70.0,2013-07-14 04:21:00,28,7,6
7336,1,Treatment 0,7209,414,3577,312.0,400.0,2013-07-14 05:15:00,28,7,6
1452,1,Treatment 0,6854,99,3697,1557.0,1500.0,2013-07-14 05:21:00,28,7,6
7337,0,Control 1,6529,1008,2665,420.0,400.0,2013-07-14 05:34:00,28,7,6
7338,0,Control 1,2623,514,1440,467.0,400.0,2013-07-14 05:55:00,28,7,6
1453,1,Treatment 1,8407,3529,1502,197.0,220.0,2013-07-14 07:07:00,28,7,6
4367,0,Control 1,2056,2174,785,262.0,220.0,2013-07-14 07:49:00,28,7,6
7339,1,Treatment 1,7379,1276,2143,249.0,220.0,2013-07-14 08:17:00,28,7,6
4369,0,Control 1,2751,300,2828,195.0,220.0,2013-07-14 09:08:00,28,7,6
4370,0,Control 0,5575,1656,3181,398.0,400.0,2013-07-14 09:40:00,28,7,6
7340,1,Treatment 0,1381,2324,2812,366.0,400.0,2013-07-14 09:43:00,28,7,6
1454,0,Control 0,5517,2697,981,231.0,220.0,2013-07-14 11:00:00,28,7,6
4371,0,Control 0,8223,1872,3305,171.0,220.0,2013-07-14 15:21:00,28,7,6
1455,0,Control 0,8398,2429,1780,483.0,400.0,2013-07-14 15:36:00,28,7,6
1457,0,Control 1,5610,2007,1234,301.0,400.0,2013-07-14 17:20:00,28,7,6
4372,0,Control 0,2322,1309,1615,373.0,400.0,2013-07-14 17:55:00,28,7,6
1458,1,Treatment 0,7550,2479,89,261.0,220.0,2013-07-14 18:14:00,28,7,6
1459,0,Control 0,3965,399,1867,368.0,400.0,2013-07-14 18:15:00,28,7,6
1460,1,Treatment 1,3681,2171,3397,625.0,625.0,2013-07-14 18:45:00,28,7,6
1462,1,Treatment 0,3232,3111,3024,183.0,220.0,2013-07-14 19:31:00,28,7,6
4374,0,Control 0,7951,1615,432,387.0,400.0,2013-07-14 20:20:00,28,7,6
7342,0,Control 1,8066,933,3919,217.0,220.0,2013-07-14 21:06:00,28,7,6
2795,0,Control 0,3516,2030,2719,0.0,-50.0,2013-07-14 21:07:00,28,7,6
1463,0,Control 0,1125,1438,1176,204.0,220.0,2013-07-14 23:07:00,28,7,6
1464,1,Treatment 1,1714,3318,866,203.0,220.0,2013-07-15 00:45:00,29,7,0
2797,0,Control 1,4888,2135,4276,0.0,0.0,2013-07-15 04:08:00,29,7,0
7344,1,Treatment 1,6704,564,2615,460.0,400.0,2013-07-15 05:28:00,29,7,0
7348,0,Control 1,6149,1091,3285,1095.0,1500.0,2013-07-15 08:38:00,29,7,0
4375,1,Treatment 0,5143,3203,2738,162.0,220.0,2013-07-15 11:18:00,29,7,0
4376,1,Treatment 0,6553,3631,140,344.0,400.0,2013-07-15 11:41:00,29,7,0
4377,0,Control 0,3162,3635,2086,523.0,625.0,2013-07-15 14:13:00,29,7,0
7349,1,Treatment 1,7612,1155,1464,312.0,400.0,2013-07-15 15:01:00,29,7,0
1466,1,Treatment 1,1928,1216,1699,516.0,625.0,2013-07-15 15:24:00,29,7,0
4378,0,Control 1,7128,1276,601,709.0,625.0,2013-07-15 15:34:00,29,7,0
1467,1,Treatment 0,3251,1730,1307,258.0,220.0,2013-07-15 15:50:00,29,7,0
4379,1,Treatment 1,4986,3593,1284,377.0,400.0,2013-07-15 15:53:00,29,7,0
7350,1,Treatment 0,6323,3357,2136,584.0,625.0,2013-07-15 16:39:00,29,7,0
1469,1,Treatment 0,2605,1166,3352,435.0,400.0,2013-07-15 17:09:00,29,7,0
1470,0,Control 1,6674,2256,1919,624.0,625.0,2013-07-15 17:16:00,29,7,0
4380,1,Treatment 0,2828,648,269,739.0,625.0,2013-07-15 17:36:00,29,7,0
1471,0,Control 0,1119,2966,2152,453.0,400.0,2013-07-15 19:01:00,29,7,0
1472,1,Treatment 0,6646,1758,1797,296.0,220.0,2013-07-15 19:09:00,29,7,0
5748,0,Control 1,3382,2703,3312,0.0,-50.0,2013-07-15 19:41:00,29,7,0
1473,0,Control 1,5568,908,1249,1463.0,1500.0,2013-07-15 19:53:00,29,7,0
4382,0,Control 1,7812,3260,4127,282.0,220.0,2013-07-15 20:19:00,29,7,0
1474,1,Treatment 0,9011,3553,1532,279.0,220.0,2013-07-15 20:34:00,29,7,0
4383,0,Control 0,4101,261,2614,362.0,400.0,2013-07-15 20:41:00,29,7,0
4384,0,Control 0,7341,3568,678,209.0,220.0,2013-07-15 23:14:00,29,7,0
1475,1,Treatment 0,4638,1067,1841,339.0,400.0,2013-07-15 23:31:00,29,7,0
4385,0,Control 1,4875,2885,290,204.0,220.0,2013-07-15 23:52:00,29,7,0
7353,0,Control 0,4625,3454,1665,79.0,70.0,2013-07-16 01:56:00,29,7,1
7354,1,Treatment 1,6864,375,4119,166.0,220.0,2013-07-16 02:04:00,29,7,1
1477,0,Control 0,5392,3253,974,556.0,625.0,2013-07-16 02:42:00,29,7,1
1478,1,Treatment 0,4564,3463,1046,363.0,400.0,2013-07-16 02:48:00,29,7,1
4386,0,Control 1,3528,2418,1517,242.0,220.0,2013-07-16 03:09:00,29,7,1
1479,1,Treatment 1,5272,522,2150,335.0,400.0,2013-07-16 03:17:00,29,7,1
4387,1,Treatment 0,3141,103,95,526.0,625.0,2013-07-16 04:49:00,29,7,1
7355,0,Control 0,6358,3032,599,173.0,220.0,2013-07-16 06:18:00,29,7,1
1480,0,Control 1,6173,1561,4303,638.0,625.0,2013-07-16 06:42:00,29,7,1
7356,0,Control 0,2243,700,2379,335.0,400.0,2013-07-16 06:54:00,29,7,1
7357,1,Treatment 0,5920,2463,1032,295.0,220.0,2013-07-16 08:16:00,29,7,1
7358,0,Control 0,3234,2001,3236,212.0,220.0,2013-07-16 11:47:00,29,7,1
7359,0,Control 1,5771,3599,4343,401.0,400.0,2013-07-16 13:31:00,29,7,1
4388,0,Control 1,1670,766,3931,205.0,220.0,2013-07-16 13:43:00,29,7,1
7360,0,Control 1,4260,2004,2186,823.0,875.0,2013-07-16 14:02:00,29,7,1
7361,0,Control 1,2533,1294,939,204.0,220.0,2013-07-16 14:10:00,29,7,1
4389,0,Control 1,1977,1725,4362,460.0,400.0,2013-07-16 14:54:00,29,7,1
7363,0,Control 1,112,1114,3610,141.0,140.0,2013-07-16 15:09:00,29,7,1
7364,1,Treatment 0,6606,1269,3033,293.0,220.0,2013-07-16 15:10:00,29,7,1
4390,0,Control 0,2353,515,4077,977.0,875.0,2013-07-16 15:46:00,29,7,1
4391,0,Control 0,7430,2193,3472,115.0,70.0,2013-07-16 16:31:00,29,7,1
2794,1,Treatment 0,42,3639,852,150.0,220.0,2013-07-16 16:31:00,29,7,1
4392,1,Treatment 1,1151,2672,1304,393.0,400.0,2013-07-16 16:36:00,29,7,1
1482,0,Control 0,3332,906,1906,213.0,220.0,2013-07-16 16:41:00,29,7,1
4393,1,Treatment 0,8958,2124,528,232.0,220.0,2013-07-16 17:44:00,29,7,1
1483,0,Control 0,4461,2685,4092,261.0,220.0,2013-07-16 18:20:00,29,7,1
4394,1,Treatment 0,5479,0,1052,228.0,220.0,2013-07-16 18:23:00,29,7,1
1484,1,Treatment 1,7093,17,2643,692.0,625.0,2013-07-16 18:26:00,29,7,1
1485,1,Treatment 0,7882,3415,4416,395.0,400.0,2013-07-16 18:44:00,29,7,1
7365,1,Treatment 1,98,2822,2106,509.0,625.0,2013-07-16 19:17:00,29,7,1
7366,1,Treatment 0,3428,148,3778,202.0,220.0,2013-07-16 19:41:00,29,7,1
4395,1,Treatment 1,3020,1282,399,199.0,220.0,2013-07-16 19:59:00,29,7,1
1486,1,Treatment 1,4134,2495,3858,407.0,400.0,2013-07-16 21:30:00,29,7,1
7367,0,Control 0,4546,775,1768,372.0,400.0,2013-07-16 21:51:00,29,7,1
7368,1,Treatment 0,928,2227,3496,267.0,220.0,2013-07-16 22:10:00,29,7,1
5750,1,Treatment 0,8896,1070,2007,150.0,220.0,2013-07-16 23:00:00,29,7,1
4396,1,Treatment 0,604,3060,2468,372.0,400.0,2013-07-16 23:06:00,29,7,1
2798,1,Treatment 0,5847,3212,1393,140.0,140.0,2013-07-16 23:07:00,29,7,1
5751,1,Treatment 1,7407,1366,791,140.0,140.0,2013-07-17 00:18:00,29,7,2
7370,0,Control 0,5284,3112,3569,256.0,220.0,2013-07-17 01:23:00,29,7,2
7371,1,Treatment 0,1846,92,838,317.0,400.0,2013-07-17 01:44:00,29,7,2
7372,0,Control 0,8478,3568,678,262.0,220.0,2013-07-17 01:46:00,29,7,2
7373,1,Treatment 0,7184,2386,212,496.0,400.0,2013-07-17 02:12:00,29,7,2
7374,1,Treatment 0,4915,1276,3909,567.0,625.0,2013-07-17 02:29:00,29,7,2
4397,0,Control 0,6435,3303,2435,200.0,220.0,2013-07-17 03:02:00,29,7,2
1488,0,Control 0,4765,3487,2327,413.0,400.0,2013-07-17 03:15:00,29,7,2
7375,0,Control 0,2273,3241,1645,386.0,400.0,2013-07-17 04:30:00,29,7,2
4398,1,Treatment 0,8946,1152,1692,360.0,400.0,2013-07-17 04:34:00,29,7,2
1489,0,Control 0,4994,2037,1379,324.0,400.0,2013-07-17 04:36:00,29,7,2
7377,0,Control 1,3672,2118,3882,144.0,140.0,2013-07-17 05:11:00,29,7,2
1490,1,Treatment 0,3991,3126,2192,570.0,625.0,2013-07-17 05:30:00,29,7,2
1491,0,Control 0,637,2209,3490,138.0,70.0,2013-07-17 07:15:00,29,7,2
1492,0,Control 1,8926,3556,2174,253.0,220.0,2013-07-17 08:02:00,29,7,2
7378,0,Control 0,8010,577,2744,643.0,625.0,2013-07-17 10:35:00,29,7,2
4399,0,Control 0,3509,2571,1710,201.0,220.0,2013-07-17 10:43:00,29,7,2
4400,1,Treatment 0,3974,917,2778,270.0,220.0,2013-07-17 12:11:00,29,7,2
7379,0,Control 1,6949,2857,1326,254.0,220.0,2013-07-17 13:48:00,29,7,2
4401,1,Treatment 0,3421,1292,1707,239.0,220.0,2013-07-17 15:31:00,29,7,2
4402,0,Control 0,968,3136,1657,119.0,70.0,2013-07-17 16:25:00,29,7,2
4403,0,Control 1,267,1435,3104,300.0,220.0,2013-07-17 16:48:00,29,7,2
8812,1,Treatment 0,8903,92,838,140.0,140.0,2013-07-17 17:11:00,29,7,2
1494,0,Control 1,1059,290,2646,417.0,400.0,2013-07-17 17:21:00,29,7,2
4404,0,Control 0,6681,2594,4288,213.0,220.0,2013-07-17 17:44:00,29,7,2
7381,1,Treatment 0,2611,783,1061,449.0,400.0,2013-07-17 18:01:00,29,7,2
4405,0,Control 0,7708,468,952,56.0,70.0,2013-07-17 18:15:00,29,7,2
4406,1,Treatment 0,8120,3117,3493,194.0,220.0,2013-07-17 18:56:00,29,7,2
1496,1,Treatment 1,1893,1735,2681,220.0,220.0,2013-07-17 19:01:00,29,7,2
4409,1,Treatment 0,4477,284,444,1276.0,1500.0,2013-07-17 19:47:00,29,7,2
1497,1,Treatment 0,4211,1992,1928,676.0,625.0,2013-07-17 19:59:00,29,7,2
4410,1,Treatment 1,4183,2193,3472,215.0,220.0,2013-07-17 19:59:00,29,7,2
4411,0,Control 1,776,1251,2033,574.0,625.0,2013-07-17 20:06:00,29,7,2
7384,1,Treatment 1,7188,1346,4056,674.0,625.0,2013-07-17 20:10:00,29,7,2
8811,0,Control 1,8547,1824,3483,0.0,0.0,2013-07-17 20:20:00,29,7,2
7385,0,Control 1,124,2277,2168,435.0,400.0,2013-07-17 20:31:00,29,7,2
1498,0,Control 0,2583,1689,64,411.0,400.0,2013-07-17 21:18:00,29,7,2
4413,0,Control 0,1481,56,2194,248.0,220.0,2013-07-17 21:45:00,29,7,2
4414,1,Treatment 0,7375,1556,2105,355.0,400.0,2013-07-17 22:15:00,29,7,2
7387,0,Control 0,8264,1145,2228,299.0,220.0,2013-07-17 22:31:00,29,7,2
4415,1,Treatment 1,5934,3665,1323,382.0,400.0,2013-07-17 22:37:00,29,7,2
1499,1,Treatment 1,4934,1812,3339,422.0,400.0,2013-07-18 00:44:00,29,7,3
4416,0,Control 0,3512,3546,271,138.0,70.0,2013-07-18 00:59:00,29,7,3
1500,1,Treatment 0,7049,1669,1438,269.0,220.0,2013-07-18 01:35:00,29,7,3
7388,0,Control 0,4858,1008,2665,570.0,625.0,2013-07-18 01:50:00,29,7,3
1501,0,Control 1,6809,3480,3861,670.0,625.0,2013-07-18 02:20:00,29,7,3
7390,1,Treatment 0,1076,2110,1343,160.0,220.0,2013-07-18 03:01:00,29,7,3
1502,1,Treatment 0,7205,2754,700,299.0,220.0,2013-07-18 05:11:00,29,7,3
8813,1,Treatment 1,2400,3665,3036,140.0,140.0,2013-07-18 06:01:00,29,7,3
1503,1,Treatment 0,3664,1063,2341,208.0,220.0,2013-07-18 06:59:00,29,7,3
7392,1,Treatment 0,3416,667,3445,403.0,400.0,2013-07-18 07:06:00,29,7,3
4417,0,Control 1,432,2684,3412,316.0,400.0,2013-07-18 07:22:00,29,7,3
1504,1,Treatment 0,4826,3480,3861,329.0,400.0,2013-07-18 08:09:00,29,7,3
4418,1,Treatment 0,1989,2642,1274,166.0,220.0,2013-07-18 11:47:00,29,7,3
1506,0,Control 0,3432,1498,1574,227.0,220.0,2013-07-18 11:53:00,29,7,3
2799,0,Control 1,4894,1385,1291,0.0,-50.0,2013-07-18 14:38:00,29,7,3
4419,0,Control 1,6723,1403,4228,201.0,220.0,2013-07-18 15:48:00,29,7,3
7393,0,Control 1,5638,578,1261,186.0,220.0,2013-07-18 16:02:00,29,7,3
4420,1,Treatment 1,7817,2094,1100,482.0,400.0,2013-07-18 18:32:00,29,7,3
7396,1,Treatment 1,8919,1941,3038,242.0,220.0,2013-07-18 19:29:00,29,7,3
7397,0,Control 0,4320,1516,4036,157.0,220.0,2013-07-18 19:41:00,29,7,3
4421,1,Treatment 0,8602,738,1556,274.0,220.0,2013-07-18 19:43:00,29,7,3
4422,0,Control 1,849,917,2778,480.0,400.0,2013-07-18 19:56:00,29,7,3
4424,0,Control 0,6022,1166,3352,59.0,70.0,2013-07-18 20:28:00,29,7,3
4425,0,Control 0,283,1552,3226,315.0,400.0,2013-07-18 20:33:00,29,7,3
4426,0,Control 0,145,2541,341,374.0,400.0,2013-07-18 21:18:00,29,7,3
4427,0,Control 1,8993,817,3450,124.0,70.0,2013-07-18 21:30:00,29,7,3
7398,1,Treatment 0,7595,1628,1184,188.0,220.0,2013-07-18 22:27:00,29,7,3
7399,1,Treatment 0,2725,569,4051,303.0,400.0,2013-07-18 23:35:00,29,7,3
4428,0,Control 0,3529,693,2398,114.0,70.0,2013-07-18 23:36:00,29,7,3
1508,1,Treatment 1,859,3213,3532,214.0,220.0,2013-07-19 00:22:00,29,7,4
4429,0,Control 1,6306,1665,2612,316.0,400.0,2013-07-19 01:44:00,29,7,4
4430,1,Treatment 0,8923,262,836,402.0,400.0,2013-07-19 02:33:00,29,7,4
7400,0,Control 0,1997,64,3157,277.0,220.0,2013-07-19 02:39:00,29,7,4
1510,0,Control 1,4847,875,4072,670.0,625.0,2013-07-19 03:53:00,29,7,4
1511,1,Treatment 0,480,921,2381,213.0,220.0,2013-07-19 04:07:00,29,7,4
7401,1,Treatment 0,8288,961,1056,405.0,400.0,2013-07-19 04:11:00,29,7,4
1512,1,Treatment 0,3863,476,2960,400.0,400.0,2013-07-19 05:33:00,29,7,4
7403,1,Treatment 0,1298,1622,820,1053.0,1500.0,2013-07-19 06:57:00,29,7,4
7404,1,Treatment 1,6471,2322,1993,275.0,220.0,2013-07-19 12:35:00,29,7,4
2800,0,Control 1,5123,1435,3104,0.0,-50.0,2013-07-19 13:51:00,29,7,4
7405,0,Control 1,2166,3173,3051,329.0,400.0,2013-07-19 14:29:00,29,7,4
7406,0,Control 0,6665,3452,1057,226.0,220.0,2013-07-19 15:38:00,29,7,4
1515,0,Control 0,932,448,3691,169.0,220.0,2013-07-19 16:23:00,29,7,4
4431,0,Control 0,1639,1911,2716,364.0,400.0,2013-07-19 18:27:00,29,7,4
